Mombo_ShotID,Club,Time,Golfer,Shot,Video,Ball_mph,Club_mph,Smash_Factor,Carry_yds,Total_yds,Roll_yds,Swing_H,Spin_rpm,Height_ft,Time_s,AOA,Spin_Loft,Swing_V,Spin_Axis,Lateral_yds,Shot_Type,FTP,FTT,Dynamic_Loft,Club_Path,Launch_H,Launch_V,Low_Point_ftin,DescentV,Curve_Dist_yds,Lateral_Impact_in,Vertical_Impact_in,Mode,Location,Unnamed_35,Unnamed_36,Unnamed_37,Unnamed_38,Unnamed_39,Unnamed_40,Comment,User1,User2,Exclude
00998,Pitching Wedge,20250126  11:43:00 AM,Dave,4,,86.9,71.4,1.22,109.9,112.6,2.7,3.8 L,7527,57.1,4.6,6.6,42.1,64.1,3.7 R,3.8 R,Straight,2.7 R,2.2 R,35.5,0.6 L,1.3 R,22,5.4,41.6,,0.03,0.83,Indoor ,2211 Glenmount,,,,,,,,,,
00999,Pitching Wedge,20250126  11:43:00 AM,Dave,5,,85.5,72.5,1.18,105.6,108,2.4,3.1 L,8419,52.3,4.5,7.2,41.5,62.7,3.9 R,6.1 R,Straight,2.8 R,3.5 R,34.1,0.7 R,2.6 R,21,6.1,40.5,,0.22,0.95,Indoor ,2211 Glenmount,,,,,,,,,,
01000,Pitching Wedge,20250126  11:43:00 AM,Dave,6,,87.2,73.1,1.19,110.3,110.7,0.3,1.9 L,7853,65.6,4.9,6.5,46.4,65.1,5.6 R,10 R,Push/Fade,4.5 R,5.6 R,39.8,1.1 R,4.1 R,24.4,5.4,45,,0.34,0.53,Indoor ,2211 Glenmount,,,,,,,,,,
01001,Pitching Wedge,20250126  11:43:00 AM,Dave,7,,88.6,72.6,1.22,115,116.3,1.3,0.4 L,6336,58.2,4.7,6.3,40.9,66.9,1.6 L,2.4 R,Straight,1.2 L,1.1 R,34.7,2.3 R,1.5 R,21.7,4.7,40.9,,0.01,0.41,Indoor ,2211 Glenmount,,,,,,,,,,
01002,Pitching Wedge,20250126  11:43:00 AM,Dave,8,,91.2,70.2,1.3,120,121,1,0.4 L,6517,65.8,4.9,4.8,40,62.8,4.2 L,1.7 L,Draw,2.9 L,0.9 L,35.1,2.1 R,0 R,22.7,4.2,43.1,,0.37,0.4,Indoor ,2211 Glenmount,,,,,,,,,,
01003,Pitching Wedge,20250126  11:43:00 AM,Dave,9,,91.2,71.9,1.27,118.1,118.9,0.8,3.8 L,7165,59.8,4.8,7.2,41,63.5,0.3 L,0.9 L,Straight,0.2 L,0.4 L,33.7,0.2 L,0.4 L,20.8,5.8,41.4,,0.12,0.62,Indoor ,2211 Glenmount,,,,,,,,,,
01004,Pitching Wedge,20250126  11:43:00 AM,Dave,10,,76.1,67,1.14,91,98.8,7.8,6.5 R,3410,35.9,3.6,4.7,38.4,67.4,13.5 L,0.9 R,Draw,9 L,0.6 L,32.8,8.4 R,2.2 R,21.4,3.7,32.1,,0.93,0.02,Indoor ,2211 Glenmount,,,,,,,,,,
01005,Pitching Wedge,20250126  11:43:00 AM,Dave,11,,84.3,68.7,1.23,104.6,107.1,2.5,1.6 L,7869,54.2,4.5,7,43.8,61.9,5.7 R,11.1 R,Push/Fade,4.3 R,6.5 R,36.6,2.2 R,5.1 R,22.3,5.6,41.4,,0.24,0.67,Indoor ,2211 Glenmount,,,,,,,,,,
01006,Pitching Wedge,20250126  11:43:00 AM,Dave,12,,84.2,69.4,1.21,104.2,107.5,3.3,2.6 L,7468,48.8,4.3,7.3,40.9,62.3,3.5 R,6.5 R,Straight,2.5 R,3.8 R,33.5,1.3 R,3 R,20.6,6.1,38.8,,0.24,0.87,Indoor ,2211 Glenmount,,,,,,,,,,
01007,Pitching Wedge,20250126  11:43:00 AM,Dave,13,,92.6,73.6,1.26,121.8,122.6,0.7,1.2 L,6896,67.8,5,5.8,41.6,60.2,2.7 L,0.6 R,Straight,1.9 L,0.2 R,35.7,2.2 R,0.8 R,22.5,5.1,43.7,,0.28,0.36,Indoor ,2211 Glenmount,,,,,,,,,,
01008,5 Iron,20250127  8:18:00 PM,Dave,1,,106.8,75.5,1.41,144.1,155.5,11.4,2 L,3574,39.2,4.3,5.2,22,59.8,5.7 R,9.2 R,Fade,2.2 R,3.2 R,16.7,1 R,2.8 R,12.3,4.9,26.8,,0.02,0.25,Indoor ,2211 Glenmount,,,,,,,,,,
01009,5 Iron,20250127  8:18:00 PM,Dave,2,,115.4,79.3,1.45,158.2,173.4,15.2,3.2 L,3066,37.7,4.3,5.7,20,59.5,3.2 L,3.4 L,Straight,1.1 L,1 L,14.3,0.1 R,0.8 L,10.6,5.3,24.4,,0.28,0.16,Indoor ,2211 Glenmount,,,,,,,,,,
01010,5 Iron,20250127  8:18:00 PM,Dave,3,,89.4,73.4,1.22,106.7,116.6,9.9,0.3 R,5763,30.6,3.7,2.7,19.6,62.5,0 L,3.1 R,Straight,0 L,1.7 R,16.9,1.7 R,1.7 R,13.3,2.5,27.2,,0.61,0.28,Indoor ,2211 Glenmount,,,,,,,,,,
01011,5 Iron,20250127  8:18:00 PM,Dave,4,,98.9,78.3,1.26,84.1,123.8,39.7,0.1 R,1882,9.9,2.1,3.7,15.8,62.9,36.2 L,12.5 L,Pull/Draw,9.4 L,7.3 L,9.1,2.1 R,6 L,7.2,3.3,10.4,,0.39,0.42,Indoor ,2211 Glenmount,,,,,,,,,,
01012,5 Iron,20250127  8:18:00 PM,Dave,5,,99.7,82.6,1.21,113.1,139.2,26.2,1.4 L,2063,21.3,3.1,4.1,17.7,62.2,10.1 L,5.6 L,Draw,3.1 L,2.4 L,13.4,0.7 R,1.9 L,10.5,3.8,17.5,,0.03,0.27,Indoor ,2211 Glenmount,,,,,,,,,,
01013,5 Iron,20250127  8:18:00 PM,Dave,6,,96.7,84.1,1.15,121.6,137.9,16.2,0.8 L,3230,31.7,3.7,3.7,21,63,3.6 R,5.7 R,Straight,1.3 R,2.4 R,17.2,1.1 R,2.2 R,13.2,3.4,24.5,,0.58,0.23,Indoor ,2211 Glenmount,,,,,,,,,,
01014,5 Iron,20250127  8:18:00 PM,Dave,7,,69.5,80,0.87,49,67.2,18.2,2.4 R,6278,7.1,1.7,0.8,13.7,58.5,35.2 R,10.7 R,Push/Fade,7.9 R,10.8 R,10.3,2.9 R,9.8 R,9,0.8,12.6,,1.38,0.08,Indoor ,2211 Glenmount,,,,,,,,,,
01015,5 Iron,20250127  8:18:00 PM,Dave,8,,101,78.2,1.29,134.5,139.2,4.7,5.2 L,5600,47.1,4.5,5.4,28,57.2,18.9 R,20.2 R,Push/Fade,9.1 R,7.3 R,21.1,1.7 L,5.1 R,14.6,5,33.1,,0.21,0.55,Indoor ,2211 Glenmount,,,,,,,,,,
01016,5 Iron,20250127  8:18:00 PM,Dave,9,,96.5,75.7,1.27,126.4,137.8,11.4,2.7 L,3185,38.3,4,4,24.9,62,8.2 R,7.4 R,Fade,3.6 R,3 R,20.7,0.6 L,2.2 R,15.1,3.6,27.8,,0.63,0.13,Indoor ,2211 Glenmount,,,,,,,,,,
01017,5 Iron,20250127  8:18:00 PM,Dave,10,,86.5,77.2,1.12,88.3,108.1,19.8,1.6 R,3982,16.7,2.8,0.3,12.8,64.4,17.9 L,5.5 L,Draw,3.9 L,2.2 L,11.8,1.7 R,1.7 L,10.4,0.4,17.7,,0.08,0.54,Indoor ,2211 Glenmount,,,,,,,,,,
01018,5 Iron,20250127  8:18:00 PM,Dave,11,,84.1,89,0.94,50.4,79.2,28.8,2.3 L,6291,3.9,1.4,3.9,16.7,54.7,45 R,13.2 R,Push/Slice,13.4 R,13.9 R,6.2,0.5 R,11.8 R,4.6,3.5,6.9,,1.38,0.03,Indoor ,2211 Glenmount,,,,,,,,,,
01019,5 Iron,20250127  8:18:00 PM,Dave,12,,111,86.3,1.29,119.8,136.3,16.5,5.6 L,8063,15.4,3.3,8,16.5,57.3,32.1 R,26.4 R,Push/Fade,8.8 R,8.4 R,6,0.4 L,7 R,3.8,7.2,15.7,,1.38,0.62,Indoor ,2211 Glenmount,,,,,,,,,,
01020,5 Iron,20250127  8:18:00 PM,Dave,13,,121.2,85.2,1.42,184.2,189.9,5.7,1.9 L,3952,73.2,5.7,3.4,23.3,56.2,2.2 L,2.5 L,Straight,0.9 L,0.5 L,19.9,0.4 R,0.3 L,15,3.3,37.6,,0.19,0.29,Indoor ,2211 Glenmount,,,,,,,,,,
01021,5 Iron,20250127  8:18:00 PM,Dave,14,,102.4,73.8,1.39,136.1,145.8,9.7,8.5 L,4943,42.6,4.4,5.9,26.8,58.7,18.8 R,12 R,Fade,8.6 R,3.8 R,19.5,4.9 L,1.7 R,13.4,5.4,30.3,,0.2,0.4,Indoor ,2211 Glenmount,,,,,,,,,,
01022,5 Iron,20250127  8:18:00 PM,Dave,15,,114.1,82,1.39,165.1,170.2,5.1,0.9 L,4614,60.6,5.2,6.6,27.1,58.3,1.8 R,12.4 R,Push,0.9 R,4.1 R,20.5,3.2 R,3.9 R,14,6.5,35.4,,0.1,0.65,Indoor ,2211 Glenmount,,,,,,,,,,
01023,5 Iron,20250127  8:18:00 PM,Dave,16,,114.6,82.4,1.39,169.3,173.8,4.4,0.4 R,4530,71.8,5.5,3.6,25.8,57.2,6.2 R,18.3 R,Push/Fade,2.8 R,5.5 R,22,2.8 R,4.9 R,16.1,3.6,38.8,,0.68,0.32,Indoor ,2211 Glenmount,,,,,,,,,,
01024,5 Iron,20250127  8:18:00 PM,Dave,17,,100.2,77.1,1.3,137.5,146,8.5,3.9 L,3688,47.6,4.5,4.9,28.5,61.5,12 R,12.2 R,Fade,5.9 R,4.6 R,23,1.3 L,3.2 R,16,4.3,31.7,,0.04,0.06,Indoor ,2211 Glenmount,,,,,,,,,,
01025,5 Iron,20250127  8:18:00 PM,Dave,18,,111.2,79.2,1.4,160.1,166.5,6.3,5.5 L,4242,58.5,5.1,5,27.2,60,15.2 R,16 R,Fade,7.1 R,4.6 R,21.3,2.6 L,2.8 R,14.9,5,34.6,,0.08,0.19,Indoor ,2211 Glenmount,,,,,,,,,,
01026,5 Iron,20250127  8:18:00 PM,Dave,19,,104.2,82.3,1.27,147.2,157.4,10.2,0.6 R,2994,49.9,4.6,2.3,23,59.7,0.3 L,4.6 R,Straight,0.1 L,1.8 R,20.7,1.9 R,1.8 R,15.9,2.2,31.1,,0.41,0.04,Indoor ,2211 Glenmount,,,,,,,,,,
01027,5 Iron,20250127  8:18:00 PM,Dave,20,,113.2,81.9,1.38,163.3,175,11.7,0.4 R,2946,49.8,4.7,3.5,21.7,57.5,9.1 L,4.3 L,Draw,3.4 L,0.8 L,17.9,2.7 R,0.1 L,13.6,3.3,29.5,,0.22,0.03,Indoor ,2211 Glenmount,,,,,,,,,,
01028,5 Iron,20250127  8:18:00 PM,Dave,21,,114.6,81.6,1.4,160.8,169,8.3,1.9 L,4291,46.2,4.7,5.8,21.2,57.6,0.4 L,4.5 R,Straight,0.2 L,1.6 R,15.4,1.8 R,1.6 R,11.3,5.6,29.6,,0.5,0.44,Indoor ,2211 Glenmount,,,,,,,,,,
01029,5 Iron,20250127  8:18:00 PM,Dave,22,,102.1,77.1,1.32,127.9,144.5,16.5,5.6 L,3821,29.8,3.8,5.6,20.9,57.9,11.1 R,6.3 R,Fade,4 R,2 R,15,2 L,1.2 R,11,5.2,23.1,,0.68,0.51,Indoor ,2211 Glenmount,,,,,,,,,,
01030,5 Iron,20250127  8:18:00 PM,Dave,23,,95.4,78.9,1.21,56.7,91.1,34.4,5.8 L,6460,3,1.4,0.8,8.4,60.5,45 R,5.3 R,Slice,7.5 R,2.2 R,3,5.3 L,1.7 R,2.8,0.6,5,,1.19,0.71,Indoor ,2211 Glenmount,,,,,,,,,,
01031,5 Iron,20250127  8:18:00 PM,Dave,24,,102.5,80.1,1.28,122.5,146.5,24,4.2 L,2358,24.4,3.3,4.7,18.4,61.2,1 L,4.3 L,Straight,0.3 L,2 L,13.7,1.7 L,1.9 L,10.6,4.3,19,,0.34,0.14,Indoor ,2211 Glenmount,,,,,,,,,,
01032,5 Iron,20250127  8:18:00 PM,Dave,25,,94.4,78.8,1.2,114.4,124.6,10.2,4.1 L,6365,33.2,3.8,5.2,30.3,59.4,34.4 R,34.7 R,Push/Slice,17.2 R,16.3 R,19.9,1 L,11.7 R,13.3,4.7,27.8,,0.8,0.17,Indoor ,2211 Glenmount,,,,,,,,,,
01033,5 Iron,20250127  8:18:00 PM,Dave,26,,114,81.8,1.39,159.2,170.5,11.3,5.4 L,3542,42.9,4.5,6.8,23.4,58.6,5.8 R,4.5 R,Fade,2.4 R,1.1 R,16.4,1.2 L,0.6 R,11.4,6.3,27.4,,0.45,0.16,Indoor ,2211 Glenmount,,,,,,,,,,
01034,5 Iron,20250127  8:18:00 PM,Dave,27,,93.7,84.3,1.11,103.7,115.2,11.6,3.8 L,8443,24.8,3.4,4.6,29.4,60.1,44.7 R,38.9 R,Push/Slice,20.8 R,19.6 R,16.4,1.1 L,14.3 R,11,4.3,23.8,,0.88,0.42,Indoor ,2211 Glenmount,,,,,,,,,,
01035,5 Iron,20250127  8:18:00 PM,Dave,28,,112.9,78.7,1.43,155.8,168.7,12.9,3.9 L,3270,40.2,4.4,4.9,20,60,0.1 R,2.8 L,Straight,0 R,1.1 L,15.1,1.1 L,1.1 L,11.4,4.6,26.1,,0.01,0.02,Indoor ,2211 Glenmount,,,,,,,,,,
01036,5 Iron,20250127  8:18:00 PM,Dave,29,,108.2,86.4,1.25,143.7,156.2,12.4,3.8 L,4565,37.6,4.3,5.4,20.4,58.4,10.1 R,10.7 R,Fade,3.6 R,3.2 R,14.6,0.4 L,2.5 R,10.8,5.1,26.9,,0.58,0.6,Indoor ,2211 Glenmount,,,,,,,,,,
01037,5 Iron,20250127  8:18:00 PM,Dave,30,,113,81,1.4,160.9,167.8,7,6.4 L,4341,52.6,4.9,6.1,25.4,57.2,12.2 R,11.4 R,Fade,5.4 R,3 R,18.7,2.4 L,1.7 R,13,5.8,32.4,,0.39,0.57,Indoor ,2211 Glenmount,,,,,,,,,,
01038,5 Iron,20250127  8:18:00 PM,Dave,31,,111.2,80.7,1.38,158.4,167,8.6,4.6 L,3808,50.9,4.8,5.1,24.3,57.4,9.5 R,9.7 R,Fade,4 R,2.7 R,18.9,1.3 L,1.8 R,13.6,4.4,31.4,,0.52,0.16,Indoor ,2211 Glenmount,,,,,,,,,,
01039,5 Iron,20250127  8:18:00 PM,Dave,32,,103.4,78.8,1.31,140.9,148.9,7.9,4.9 L,4234,46,4.5,4.6,26.1,58.2,18.1 R,17.8 R,Push/Fade,8.1 R,6 R,20.3,2.1 L,4.1 R,14.5,4.2,30.9,,0.45,0.26,Indoor ,2211 Glenmount,,,,,,,,,,
01040,5 Iron,20250127  8:18:00 PM,Dave,33,,91.6,81.2,1.13,100.4,114.6,14.2,5.4 L,6719,22.9,3.2,5.7,30.8,56.8,41.8 R,34.2 R,Push/Slice,20.6 R,18.9 R,17.4,1.7 L,13.5 R,11.3,5.5,22.2,,0.97,0.37,Indoor ,2211 Glenmount,,,,,,,,,,
01041,5 Iron,20250127  8:18:00 PM,Dave,34,,107.7,79.5,1.35,141.5,159.2,17.8,1.1 L,3041,33.6,4,4.5,19.2,60.7,1.7 L,1.9 R,Straight,0.6 L,0.9 R,14.7,1.5 R,1 R,11.3,4.3,23.5,,0.43,0.01,Indoor ,2211 Glenmount,,,,,,,,,,
01042,5 Iron,20250127  8:18:00 PM,Dave,35,,122.1,85.3,1.43,181.2,191.4,10.2,0 R,3366,56.4,5.1,3.4,21.2,58.5,19 L,21.8 L,Draw,6.9 L,4.8 L,16.7,2.1 R,3.4 L,12.7,3.3,31.3,,0.4,0.18,Indoor ,2211 Glenmount,,,,,,,,,,
01043,5 Iron,20250127  8:18:00 PM,Dave,36,,106.1,84,1.26,27.6,76.1,48.5,0.3 R,3506,0.5,0.6,0.8,4.2,60.5,45 R,2.6 R,Push/Fade,3.6 R,4.3 R,1.3,0.7 R,4.2 R,0.9,0.8,1.4,,0.97,0.21,Indoor ,2211 Glenmount,,,,,,,,,,
01044,5 Iron,20250127  8:18:00 PM,Dave,37,,111.6,81.2,1.37,162.1,167.2,5.1,2.7 L,4451,64.1,5.2,4.6,27.5,57.6,13.3 R,21.7 R,Push/Fade,6.3 R,6.6 R,22.2,0.2 R,5 R,15.7,4.3,36.7,,0.25,0.21,Indoor ,2211 Glenmount,,,,,,,,,,
01045,5 Iron,20250127  8:18:00 PM,Dave,38,,94.6,80.9,1.17,105.4,131.2,25.8,1.2 L,1823,21.2,3,3.5,18.2,60.9,4 L,1.1 L,Straight,1.3 L,0.5 L,14.7,0.8 R,0.3 L,11.6,3.2,18.2,,0.48,0.32,Indoor ,2211 Glenmount,,,,,,,,,,
01046,5 Iron,20250127  8:18:00 PM,Dave,39,,112,80.7,1.39,163.6,171.7,8.1,1.5 L,3575,58.2,5,4,25,59.8,9.2 R,15.9 R,Push/Fade,4 R,4.8 R,20.6,0.8 R,3.9 R,15.1,3.8,33.7,,0.03,0.21,Indoor ,2211 Glenmount,,,,,,,,,,
01047,5 Iron,20250127  8:18:00 PM,Dave,40,,91.3,81.4,1.12,111.3,118.7,7.4,2.9 L,7490,38.7,4,4.4,36.2,56.7,38.3 R,43.6 R,Push/Slice,22.6 R,22.7 R,24.2,0.1 R,16 R,15.8,4.3,31.9,,0.68,0.27,Indoor ,2211 Glenmount,,,,,,,,,,
01048,5 Iron,20250127  8:18:00 PM,Dave,41,,92.6,70.4,1.31,115.5,130,14.5,6 L,3392,32.7,3.7,5.1,25.9,62.7,9.6 R,2.6 R,Fade,4.3 R,1 R,20.5,3.3 L,0 L,14.5,4.7,26,,0.66,0.24,Indoor ,2211 Glenmount,,,,,,,,,,
01049,5 Iron,20250127  8:18:00 PM,Dave,42,,96.5,73.4,1.32,125.7,136.7,11,7.1 L,3402,37.7,4,5.6,27.9,61.5,13.4 R,6 R,Fade,6.5 R,2.4 R,21.5,4.1 L,0.8 R,14.8,5,27.7,,0.22,0.14,Indoor ,2211 Glenmount,,,,,,,,,,
01050,5 Iron,20250127  8:18:00 PM,Dave,43,,110.5,83.1,1.33,154.5,164.9,10.4,6.4 L,3485,45.1,4.6,6,24.1,59.7,4.6 R,1.8 L,Straight,1.9 R,1 L,18,2.9 L,1.4 L,12.8,5.4,28.8,,0.13,0.02,Indoor ,2211 Glenmount,,,,,,,,,,
01051,5 Iron,20250127  8:18:00 PM,Dave,44,,111.3,83.3,1.34,157.5,160.3,2.8,4.9 L,5899,67.1,5.3,5.2,29.6,56.8,19 R,27.3 R,Push/Fade,9.7 R,8.2 R,22.8,1.4 L,5.7 R,15.6,5,39.2,,0.06,0.5,Indoor ,2211 Glenmount,,,,,,,,,,
01052,5 Iron,20250127  8:18:00 PM,Dave,45,,115.3,83.9,1.37,167.8,170.9,3.1,3.5 L,5375,74.9,5.6,5.2,30.1,57,16.6 R,29.3 R,Push/Fade,8.6 R,8.6 R,23.7,0.1 L,6.3 R,16.1,5,40.5,,0.15,0.31,Indoor ,2211 Glenmount,,,,,,,,,,
01053,5 Iron,20250127  8:18:00 PM,Dave,46,,93.8,80.7,1.16,106.3,131.1,24.8,4.8 L,1585,22.9,3,2.4,18.4,63.3,11.2 L,13.8 L,Pull/Draw,3.6 L,7.1 L,15.6,3.6 L,6.5 L,12.6,2.2,19.1,,0.51,0.48,Indoor ,2211 Glenmount,,,,,,,,,,
01054,5 Iron,20250127  8:18:00 PM,Dave,47,,99.9,73.3,1.36,130.6,139.5,8.9,9.5 L,4418,39.1,4.1,6.2,28.7,59.4,22.1 R,13.4 R,Fade,10.9 R,5 R,20.5,5.8 L,2.3 R,13.8,5.6,28.6,,0.12,0.49,Indoor ,2211 Glenmount,,,,,,,,,,
01055,5 Iron,20250127  8:18:00 PM,Dave,48,,101.5,75.6,1.34,113.3,136.9,23.6,7.1 L,3493,18.7,3.1,6,17,62.3,6 R,3.5 L,Straight,1.8 R,2.2 L,10.9,4 L,2.5 L,8.3,5.5,16.5,,0.49,0.47,Indoor ,2211 Glenmount,,,,,,,,,,
01056,5 Iron,20250127  8:18:00 PM,Dave,49,,120.6,84.7,1.42,180.2,187.9,7.8,5.6 L,3733,61.4,5.3,5.8,24.6,59.5,4.2 R,0.1 R,Straight,1.8 R,0.4 L,18.7,2.2 L,0.8 L,13.2,5.4,33.7,,0.02,0.12,Indoor ,2211 Glenmount,,,,,,,,,,
01057,5 Iron,20250127  8:18:00 PM,Dave,50,,118.3,82.4,1.44,174.9,182.3,7.4,3.5 L,3857,59.8,5.2,4.3,22.3,58.2,0.8 L,3.6 L,Straight,0.3 L,1.1 L,18,0.8 L,1.1 L,13.4,4.2,33.7,,0.12,0.3,Indoor ,2211 Glenmount,,,,,,,,,,
01058,5 Iron,20250127  8:18:00 PM,Dave,51,,106.6,84.9,1.26,143.9,151.2,7.3,6.2 L,4812,43.5,4.5,5.6,24.5,58.1,17.7 R,15.9 R,Fade,7.5 R,4.8 R,17.8,2.7 L,3.1 R,12.6,5.4,29.9,,0.84,0.52,Indoor ,2211 Glenmount,,,,,,,,,,
01059,5 Iron,20250127  8:18:00 PM,Dave,52,,112.8,83,1.36,165.8,171.1,5.3,2.9 L,4243,66.7,5.3,4.3,27.2,59.3,10.9 R,16.5 R,Push/Fade,5.1 R,4.8 R,22.4,0.4 L,3.5 R,16,4,37.2,,0.06,0.23,Indoor ,2211 Glenmount,,,,,,,,,,
01060,5 Iron,20250127  8:18:00 PM,Dave,53,,105.1,79.4,1.32,143,149.4,6.4,7.4 L,4866,47,4.6,5.5,27,57.6,19.9 R,16.8 R,Fade,9.2 R,5.3 R,19.9,3.9 L,3.1 R,13.8,5.5,31.7,,0.63,0.72,Indoor ,2211 Glenmount,,,,,,,,,,
01061,5 Iron,20250127  8:18:00 PM,Dave,54,,105.3,84.3,1.25,143.7,155.8,12.1,4 L,3146,41.5,4.3,3.6,22,63.5,10.2 R,6.1 R,Fade,3.9 R,1.7 R,18,2.2 L,0.9 R,13.6,3.5,27.6,,0.08,0.16,Indoor ,2211 Glenmount,,,,,,,,,,
01062,5 Iron,20250127  8:18:00 PM,Dave,55,,106.7,82.9,1.29,153.4,159.1,5.7,2.1 L,4143,61.4,5.1,3.8,28.3,60.2,13.5 R,20.3 R,Push/Fade,6.6 R,6.7 R,23.7,0.1 R,5.1 R,16.9,3.6,36.3,,0.13,0.06,Indoor ,2211 Glenmount,,,,,,,,,,
01063,5 Iron,20250127  8:18:00 PM,Dave,56,,107.7,82.5,1.31,141.6,155.5,14,2.7 L,4260,35.3,4.2,5.8,20.6,56.6,10.3 R,14.3 R,Push/Fade,3.7 R,4.8 R,14.5,1.1 R,4.1 R,10.7,5.5,25.5,,0.63,0.43,Indoor ,2211 Glenmount,,,,,,,,,,
01064,6 Iron,20250129  7:23:00 PM,Alex,1,,98.9,77.8,1.27,111.2,135.2,24,2.4 R,2890,20.4,3.1,6,20,63.6,13.9 L,0.2 R,Draw,4.8 L,0.6 R,13.4,5.4 R,1.5 R,9.8,5.6,17.6,,0.88,0.38,Indoor ,2211 Glenmount,,,,,,,,,,
01065,6 Iron,20250129  7:23:00 PM,Alex,2,,99.5,82.1,1.21,119.1,136.3,17.2,3.9 R,4169,25.5,3.5,4.9,18.7,58.7,12.6 L,3.9 R,Draw,4.1 L,2.8 R,13.3,6.9 R,3.5 R,10.2,5,21.3,,0.7,0.11,Indoor ,2211 Glenmount,,,,,,,,,,
01066,6 Iron,20250129  7:23:00 PM,Alex,3,,107.1,80.5,1.33,146.4,151.1,4.7,1.4 L,5421,49.3,4.8,5.6,23.9,56.4,5.1 R,12.9 R,Push/Fade,2.1 R,4.4 R,18.2,2.3 R,4 R,13,5.5,33,,0.14,0.67,Indoor ,2211 Glenmount,,,,,,,,,,
01067,6 Iron,20250129  7:23:00 PM,Alex,4,,70.9,81.8,0.87,72.1,77.5,5.4,2.5 R,9384,22.8,3,0.6,19,57.5,3 R,4.5 R,Fade,1 R,3.2 R,19.6,2.1 R,3 R,16.2,0.6,27.9,,0.17,0.92,Indoor ,2211 Glenmount,,,,,,,,,,
01068,6 Iron,20250129  7:23:00 PM,Alex,5,,115.4,84.8,1.36,166.9,172,5.1,0.4 L,4708,60.2,5.2,5.4,24.2,58.9,4.5 R,15.6 R,Push/Fade,1.9 R,4.8 R,18.8,2.9 R,4.4 R,13.5,5.3,35.2,,0.71,0.28,Indoor ,2211 Glenmount,,,,,,,,,,
01069,6 Iron,20250129  7:23:00 PM,Alex,6,,123.6,83.8,1.48,172.4,187.5,15.1,2.5 R,4029,39.8,4.6,6,18,60.6,13.7 L,0.5 L,Draw,4.3 L,1.6 R,11.6,5.8 R,2.3 R,8.6,6.1,25.6,,0.5,0.46,Indoor ,2211 Glenmount,,,,,,,,,,
01070,6 Iron,20250129  7:23:00 PM,Alex,7,,112.9,84.5,1.34,135,159.2,24.3,3.1 R,3681,22.5,3.5,6.2,19.7,63.2,29.5 L,13.4 L,Draw,9.7 L,3.4 L,10.9,6.3 R,1.7 L,7.7,5.8,17.4,,0.72,0.2,Indoor ,2211 Glenmount,,,,,,,,,,
01071,6 Iron,20250129  7:23:00 PM,Alex,8,,104,84.2,1.24,103,134.2,31.3,3.6 R,3488,12.7,2.6,6.8,18.6,63.4,29.9 L,6.6 L,Draw,9.3 L,2.2 L,9.3,7 R,0.6 L,6.5,6.2,12.2,,0.9,0.27,Indoor ,2211 Glenmount,,,,,,,,,,
01072,6 Iron,20250129  7:23:00 PM,Alex,9,,111.1,83.7,1.33,153.1,158.9,5.7,4.3 R,5085,47.3,4.8,4.1,19.5,55.9,5.7 R,26.2 R,Push/Fade,1.9 R,9 R,15.3,7.1 R,8.7 R,11.8,4.1,31.4,,0.05,0.59,Indoor ,2211 Glenmount,,,,,,,,,,
01073,6 Iron,20250129  7:23:00 PM,Alex,10,,126.7,90.4,1.4,175.8,190.8,15.1,4.6 R,4393,38.8,4.7,5.1,16.2,58,21 L,3.2 L,Draw,5.8 L,2 R,10.1,7.8 R,2.9 R,7.8,4.8,25.2,,0.15,0.48,Indoor ,2211 Glenmount,,,,,,,,,,
01074,6 Iron,20250129  7:23:00 PM,Alex,11,,125.8,90.6,1.39,186.7,193.2,6.5,2.8 R,4394,60.6,5.4,5.6,21.5,60.9,10.6 L,1.8 R,Draw,3.9 L,1.9 R,15.6,5.9 R,2.7 R,11.4,5.4,33.7,,0.92,0.13,Indoor ,2211 Glenmount,,,,,,,,,,
01075,6 Iron,20250129  7:23:00 PM,Alex,12,,123.6,87.7,1.41,143.2,170.9,27.7,0.6 R,4231,15.7,3.4,6.9,12.4,58.9,16.1 L,1.4 L,Draw,3.4 L,1.3 R,5.1,4.8 R,1.7 R,3.8,6.4,13.3,,0.07,0.24,Indoor ,2211 Glenmount,,,,,,,,,,
01076,6 Iron,20250129  7:23:00 PM,Alex,13,,119,90.4,1.32,170.7,180,9.3,3.8 R,3971,49.6,4.9,3.9,19.2,62,13.8 L,1.2 L,Draw,4.6 L,1.3 R,14.7,5.9 R,2.1 R,11.4,4.3,30,,1,0.11,Indoor ,2211 Glenmount,,,,,,,,,,
01077,6 Iron,20250129  7:23:00 PM,Alex,14,,117.1,85.9,1.36,167.2,173.4,6.1,0.3 R,4704,53,5,4,19.2,61.7,6.2 R,15.8 R,Push/Fade,2.1 R,4.5 R,15.1,2.4 R,4.1 R,11.7,3.1,32.4,,0.74,0.04,Indoor ,2211 Glenmount,,,,,,,,,,
01078,6 Iron,20250129  7:23:00 PM,Alex,15,,128.1,88.8,1.44,185,192.7,7.7,0.4 R,4628,50,5.1,6.5,19.2,60.8,11.7 L,5 L,Draw,3.9 L,0.1 R,12.3,4 R,0.8 R,8.9,5.9,30.1,,0.66,0.18,Indoor ,2211 Glenmount,,,,,,,,,,
